model_version,dataset_name,model_size,dataset_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-6-roberta-base,b.conll,124057347,1238,3.5163047313690186,0.4264700412750244,0.7764857881136951,0.9274691358024691,0.8452883263009845,0.7764857881136951,0.9274691358024691,0.8452883263009845,0.0,0.0,0.0
version-6-roberta-base,conllpp_train.txt,124057347,10492,21.581010103225708,0.4264700412750244,0.9453182150694952,0.978791895474342,0.9617638850125593,0.9453182150694952,0.978791895474342,0.9617638850125593,0.0,0.0,0.0
version-6-roberta-base,e.conll,124057347,98,1.075770616531372,0.4264700412750244,0.675,0.84375,0.75,0.675,0.84375,0.75,0.0,0.0,0.0
version-6-roberta-base,f.conll,124057347,1600,4.4368133544921875,0.4264700412750244,0.9324324324324325,0.9725920125293657,0.9520889229589882,0.9324324324324325,0.9725920125293657,0.9520889229589882,0.0,0.0,0.0
version-6-roberta-base,g.conll,124057347,1710,4.662240982055664,0.4264700412750244,0.9744268077601411,0.9892569382273948,0.9817858729453577,0.9744268077601411,0.9892569382273948,0.9817858729453577,0.0,0.0,0.0
version-6-roberta-base,h.conll,124057347,1600,4.308803081512451,0.4264700412750244,0.7474589523064894,0.8422907488986784,0.792046396023198,0.7474589523064894,0.8422907488986784,0.792046396023198,0.0,0.0,0.0
version-6-roberta-base,KAGGLE.csv,124057347,31382,65.96993136405945,0.4264700412750244,0.6922513646651578,0.7728725380899294,0.7303437862134353,0.6922513646651578,0.7728725380899294,0.7303437862134353,0.0,0.0,0.0
version-6-roberta-base,NYT_corr2,124057347,864,2.717123031616211,0.4264700412750244,0.8635346756152126,0.9674185463659147,0.9125295508274232,0.8635346756152126,0.9674185463659147,0.9125295508274232,0.0,0.0,0.0
version-6-roberta-base,NYT_corr3,124057347,573,2.024151563644409,0.4264700412750244,0.8778135048231511,0.9413793103448276,0.9084858569051582,0.8778135048231511,0.9413793103448276,0.9084858569051582,0.0,0.0,0.0
version-6-roberta-base,ritter.txt,124057347,801,2.585843801498413,0.4264700412750244,0.4826446280991736,0.8179271708683473,0.6070686070686071,0.4826446280991736,0.8179271708683473,0.6070686070686071,0.0,0.0,0.0
version-6-roberta-base,WNUT.conll,124057347,2868,7.577509164810181,0.4264700412750244,0.5136916835699797,0.8175948345439871,0.630956088445967,0.5136916835699797,0.8175948345439871,0.630956088445967,0.0,0.0,0.0
version-7-roberta-base,a.conll,124057347,424,1.8650915622711182,0.415172815322876,0.554006968641115,0.9298245614035088,0.6943231441048036,0.554006968641115,0.9298245614035088,0.6943231441048036,0.0,0.0,0.0
